index,solar_actual,solar_pred,wind_actual,wind_pred,solar_norm,wind_norm,combined_score
0,845.45,947.9364666666669,6.381826041817688,6.265053268925522,0.7899470555548974,0.001566263317230989,47.459473865983085
1,235.18,46.75786666666668,6.310266173815505,6.265053268925522,0.03896488888885643,0.001566263317230989,2.4005438660206253
2,0.0,382.3979999999997,2.120081841972432,2.1056546946174377,0.3186649999997342,0.0005264136736542279,19.14095654693022
3,472.17,424.90513333333365,6.39088033099606,6.312371504801558,0.3540876111108163,0.0015780928761999948,21.308380381696978
4,254.73,415.3235333333334,2.917933201452741,2.90254098108924,0.34610294444415607,0.0007256352452721286,20.79520207646025
5,0.0,120.4911333333334,6.535696718658153,6.6943976148756095,0.10040927777769415,0.001673599403718484,6.091500642810388
6,0.0,60.4366,2.7432057279405244,2.847252382418381,0.050363833333291363,0.0007118130956044173,3.0503025238216583
7,0.0,0.7624,3.013210643002394,3.141825609637099,0.0006353333333328038,0.0007854564024090784,0.06953825609633135
8,384.4,289.0218000000001,19.873547425277778,20.04135650389397,0.24085149999979938,0.0050103391259722395,14.651503565026852
9,0.0,15.154199999999994,3.364593465180877,3.511576012900754,0.012628499999989471,0.0008778940032249691,0.792825760128367
10,0.0,110.28473333333328,1.8751868977152184,1.7981280747240245,0.09190394444436781,0.00044953201868089374,5.532217947409303
11,0.0,66.18493333333332,0.65161124149239,0.6532399915331736,0.055154111111065135,0.00016330999788325256,3.3157790665792377
12,45.53,15.599066666666667,0.2263820963104358,0.22408206350568455,0.01299922222221139,5.602051587640713e-05,0.7821941539677395
13,0.0,134.91306666666662,0.7050184804979013,0.6844540400762251,0.11242755555546183,0.0001711135100190135,6.752497873728471
14,374.0,277.8088,1.4004620539224837,1.4024586709630489,0.23150733333314044,0.00035061466774067456,13.904464586698055
15,692.92,485.3313333333333,6.686320036876211,6.766563489932173,0.4044427777774407,0.0016916408724826203,24.334232301545747
16,228.02,257.3666000000002,12.540854063714372,12.305625620998901,0.21447216666648808,0.003076406405248956,12.991386256199242
17,0.0,7.579066666666669,0.8852795230669686,0.9265045509230045,0.006315888888883628,0.00023162613773069322,0.38821837884224536
18,59.5,99.22380000000003,0.5283637327215795,0.515172120978791,0.08268649999993112,0.00012879303024466553,4.966341721205654
19,0.0,471.70906666666684,3.901745369235236,3.7692799695684496,0.3930908888885615,0.0009423199923918768,23.623146133009364
20,0.0,128.45606666666663,15.258392994809332,14.576021660833081,0.10704672222213299,0.0036440054152073595,6.568563549936274
21,413.23,522.8413333333332,4.487914186683801,4.479391714602797,0.4357011111107479,0.0011198479286504194,26.18686058379089
22,0.0,67.41226666666671,1.5687023014458543,1.5282997114813237,0.05617688888884211,0.0003820749278702354,3.3858963304453358
23,73.35,217.02379999999994,75.79774409924295,75.02526347992065,0.1808531666665159,0.018756315869975473,11.601442634789972
24,0.0,30.89373333333333,3.383776102296284,3.3637042960145216,0.02574477777775632,0.0008409260740034201,1.5783237096255158
25,0.0,2.5520666666666663,4.24449942603983,4.22619776846284,0.0021267222222204497,0.001056549442115446,0.16986531101784483
26,720.5,593.5163333333333,4.4091199351813,4.435275153130638,0.49459694444403224,0.0011088187882823822,29.72016941817323
27,63.5,17.056600000000007,0.7539944641877062,0.7530154620722952,0.014213833333321494,0.00018825386551802673,0.8603601546200107
28,222.35,475.5947999999999,14.41795942385232,14.792890694621956,0.39632899999966964,0.0036982226736545646,23.927668906926357
29,782.95,633.7349333333331,26.62899334032901,27.132969314519197,0.5281124444440042,0.006783242328628104,31.95807635978537
